requirement_id,lane,capability_area,canonical_source,canonical_locator,canonical_requirement,final_production_owner_path,final_production_owner_symbol,final_actual_caller_path,final_actual_caller_symbol,final_runtime_binding,final_persistence_or_effect,final_api_or_frontend_destination,final_test_path,final_test_target_or_assertion,pre_remediation_disposition,pre_remediation_finding_ids,remediation_commit,final_disposition,non_blocking_debt,notes
E-AGT-020,E,Work analysis,docs/canonical/06-agent-workflow.md,work_analysis;application/agents/work_analysis/extract_work_facts.py -> extract_work_facts(),extract_work_facts is one atomic Work Analysis responsibility,src/google_work_agent/application/agents/work_analysis/assemble_work_analysis.py,assemble_work_analysis,src/google_work_agent/adapters/langgraph/subgraphs/work_analysis/graph.py,WorkAnalysisSubgraph,current RetrievalResult -> atomic analysis operations -> validated WorkAnalysisResultV2,typed revision/based_on facts in checkpoint; no external effect,Planning input and review evidence projection,tests/unit/application/agents/work_analysis/test_assemble_work_analysis.py,"typed aggregation, relation/risk/gap semantics, and stale-artifact rejection",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-021,E,Work analysis,docs/canonical/06-agent-workflow.md,work_analysis;application/agents/work_analysis/resolve_entity_relations.py -> resolve_entity_relations(),resolve_entity_relations is one atomic Work Analysis responsibility,src/google_work_agent/application/agents/work_analysis/assemble_work_analysis.py,assemble_work_analysis,src/google_work_agent/adapters/langgraph/subgraphs/work_analysis/graph.py,WorkAnalysisSubgraph,current RetrievalResult -> atomic analysis operations -> validated WorkAnalysisResultV2,typed revision/based_on facts in checkpoint; no external effect,Planning input and review evidence projection,tests/unit/application/agents/work_analysis/test_assemble_work_analysis.py,"typed aggregation, relation/risk/gap semantics, and stale-artifact rejection",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-022,E,Work analysis,docs/canonical/06-agent-workflow.md,work_analysis;application/agents/work_analysis/resolve_temporal_dependencies.py -> resolve_temporal_dependencies(),resolve_temporal_dependencies is one atomic Work Analysis responsibility,src/google_work_agent/application/agents/work_analysis/assemble_work_analysis.py,assemble_work_analysis,src/google_work_agent/adapters/langgraph/subgraphs/work_analysis/graph.py,WorkAnalysisSubgraph,current RetrievalResult -> atomic analysis operations -> validated WorkAnalysisResultV2,typed revision/based_on facts in checkpoint; no external effect,Planning input and review evidence projection,tests/unit/application/agents/work_analysis/test_assemble_work_analysis.py,"typed aggregation, relation/risk/gap semantics, and stale-artifact rejection",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-023,E,Work analysis,docs/canonical/06-agent-workflow.md,work_analysis;application/agents/work_analysis/detect_duplicate_conflict_candidates.py -> detect_duplicate_conflict_candidates(),detect_duplicate_conflict_candidates is one atomic Work Analysis responsibility,src/google_work_agent/application/agents/work_analysis/assemble_work_analysis.py,assemble_work_analysis,src/google_work_agent/adapters/langgraph/subgraphs/work_analysis/graph.py,WorkAnalysisSubgraph,current RetrievalResult -> atomic analysis operations -> validated WorkAnalysisResultV2,typed revision/based_on facts in checkpoint; no external effect,Planning input and review evidence projection,tests/unit/application/agents/work_analysis/test_assemble_work_analysis.py,"typed aggregation, relation/risk/gap semantics, and stale-artifact rejection",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-024,E,Retrieval,docs/canonical/06-agent-workflow.md,work_analysis;application/agents/work_analysis/validate_relations.py -> validate_relations(),validate_relations is deterministic and separate from LLM relation calls,src/google_work_agent/application/agents/retrieval/execute_read.py,execute_read,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py,RetrievalSubgraph,registry-validated READ binding -> ConnectorReadPort -> bounded evidence store -> typed RetrievalResultV1,"run-scoped evidence handles, source failure facts, revision/currentness and cache-loss restart handoff",context preview and evidence-backed answer/plan,tests/unit/application/agents/retrieval/test_execute_read.py,"binding/effect validation, bounded projection, source failure semantics, and typed result",PASS,N/A — no substantive finding,f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-025,E,Work analysis,docs/canonical/06-agent-workflow.md,work_analysis;application/agents/work_analysis/assess_information_gaps.py -> assess_information_gaps(),assess_information_gaps is one atomic Work Analysis responsibility,src/google_work_agent/application/agents/work_analysis/assemble_work_analysis.py,assemble_work_analysis,src/google_work_agent/adapters/langgraph/subgraphs/work_analysis/graph.py,WorkAnalysisSubgraph,current RetrievalResult -> atomic analysis operations -> validated WorkAnalysisResultV2,typed revision/based_on facts in checkpoint; no external effect,Planning input and review evidence projection,tests/unit/application/agents/work_analysis/test_assemble_work_analysis.py,"typed aggregation, relation/risk/gap semantics, and stale-artifact rejection",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-026,E,Work analysis,docs/canonical/06-agent-workflow.md,work_analysis;application/agents/work_analysis/assess_operational_risks.py -> assess_operational_risks(),assess_operational_risks is one atomic Work Analysis responsibility,src/google_work_agent/application/agents/work_analysis/assemble_work_analysis.py,assemble_work_analysis,src/google_work_agent/adapters/langgraph/subgraphs/work_analysis/graph.py,WorkAnalysisSubgraph,current RetrievalResult -> atomic analysis operations -> validated WorkAnalysisResultV2,typed revision/based_on facts in checkpoint; no external effect,Planning input and review evidence projection,tests/unit/application/agents/work_analysis/test_assemble_work_analysis.py,"typed aggregation, relation/risk/gap semantics, and stale-artifact rejection",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-027,E,Frontend product projection,docs/canonical/06-agent-workflow.md,work_analysis;application/agents/work_analysis/assemble_work_analysis.py -> assemble_work_analysis(),assemble_work_analysis deterministically assembles official result,frontend/src/app/App.tsx,App,frontend/src/app/main_shell.tsx,MainShell,startup bootstrap -> canonical API clients -> snapshot/SSE refresh -> feature-owned renderers,N/A — frontend is a projection; durable truth remains in Domain/Application persistence,installed browser UI,frontend/tests/app/main_shell.test.tsx,"actual API consumers, terminal refresh, feature authority, and user-visible controls",PASS,N/A — no substantive finding,27872661;8367cb71;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-028,E,Frontend product projection,docs/canonical/06-agent-workflow.md,work_analysis;application/agents/work_analysis/validate_work_analysis.py -> validate_work_analysis(),validate_work_analysis validates assembled official result,frontend/src/app/App.tsx,App,frontend/src/app/main_shell.tsx,MainShell,startup bootstrap -> canonical API clients -> snapshot/SSE refresh -> feature-owned renderers,N/A — frontend is a projection; durable truth remains in Domain/Application persistence,installed browser UI,frontend/tests/app/main_shell.test.tsx,"actual API consumers, terminal refresh, feature authority, and user-visible controls",PASS,N/A — no substantive finding,27872661;8367cb71;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-029,E,Planning,docs/canonical/06-agent-workflow.md,planning;application/agents/planning/choose_answer_or_action_from_route.py -> choose_answer_or_action_from_route(),choose_answer_or_action_from_route deterministically selects Planning branch,src/google_work_agent/application/agents/planning/assemble_plan.py,assemble_plan,src/google_work_agent/adapters/langgraph/subgraphs/planning/graph.py,PlanningSubgraph,intent/route/analysis -> answer or typed Action plan -> domain validation -> persisted reviewed plan,"Plan/Action identity, dependencies, revision/based_on, review result and approval scope",answer terminal or ActionPlanCard approval surface,tests/unit/application/agents/planning/test_assemble_plan.py,"typed plan assembly, dependency/currentness, validation, and answer/action branching",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-030,E,Planning,docs/canonical/06-agent-workflow.md,planning;application/agents/planning/resolve_default_container.py -> resolve_default_container(),resolve_default_container deterministically binds default container when needed,src/google_work_agent/application/agents/planning/assemble_plan.py,assemble_plan,src/google_work_agent/adapters/langgraph/subgraphs/planning/graph.py,PlanningSubgraph,intent/route/analysis -> answer or typed Action plan -> domain validation -> persisted reviewed plan,"Plan/Action identity, dependencies, revision/based_on, review result and approval scope",answer terminal or ActionPlanCard approval surface,tests/unit/application/agents/planning/test_assemble_plan.py,"typed plan assembly, dependency/currentness, validation, and answer/action branching",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-031,E,Planning,docs/canonical/06-agent-workflow.md,planning;application/agents/planning/outline_answer.py -> outline_answer(),outline_answer is one atomic ANSWER Planning responsibility,src/google_work_agent/application/agents/planning/assemble_plan.py,assemble_plan,src/google_work_agent/adapters/langgraph/subgraphs/planning/graph.py,PlanningSubgraph,intent/route/analysis -> answer or typed Action plan -> domain validation -> persisted reviewed plan,"Plan/Action identity, dependencies, revision/based_on, review result and approval scope",answer terminal or ActionPlanCard approval surface,tests/unit/application/agents/planning/test_assemble_plan.py,"typed plan assembly, dependency/currentness, validation, and answer/action branching",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-032,E,Planning,docs/canonical/06-agent-workflow.md,planning;application/agents/planning/compose_answer.py -> compose_answer(),compose_answer is one atomic ANSWER Planning responsibility,src/google_work_agent/application/agents/planning/assemble_plan.py,assemble_plan,src/google_work_agent/adapters/langgraph/subgraphs/planning/graph.py,PlanningSubgraph,intent/route/analysis -> answer or typed Action plan -> domain validation -> persisted reviewed plan,"Plan/Action identity, dependencies, revision/based_on, review result and approval scope",answer terminal or ActionPlanCard approval surface,tests/unit/application/agents/planning/test_assemble_plan.py,"typed plan assembly, dependency/currentness, validation, and answer/action branching",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-033,E,Planning,docs/canonical/06-agent-workflow.md,planning;application/agents/planning/draft_action_objective_per_output_route.py -> draft_action_objective_per_output_route(),draft_action_objective_per_output_route is one atomic ACTION Planning responsibility,src/google_work_agent/application/agents/planning/assemble_plan.py,assemble_plan,src/google_work_agent/adapters/langgraph/subgraphs/planning/graph.py,PlanningSubgraph,intent/route/analysis -> answer or typed Action plan -> domain validation -> persisted reviewed plan,"Plan/Action identity, dependencies, revision/based_on, review result and approval scope",answer terminal or ActionPlanCard approval surface,tests/unit/application/agents/planning/test_assemble_plan.py,"typed plan assembly, dependency/currentness, validation, and answer/action branching",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-034,E,Planning,docs/canonical/06-agent-workflow.md,planning;application/agents/planning/compose_arguments_per_output_route.py -> compose_arguments_per_output_route(),compose_arguments_per_output_route writes arguments only for one frozen output route,src/google_work_agent/application/agents/planning/assemble_plan.py,assemble_plan,src/google_work_agent/adapters/langgraph/subgraphs/planning/graph.py,PlanningSubgraph,intent/route/analysis -> answer or typed Action plan -> domain validation -> persisted reviewed plan,"Plan/Action identity, dependencies, revision/based_on, review result and approval scope",answer terminal or ActionPlanCard approval surface,tests/unit/application/agents/planning/test_assemble_plan.py,"typed plan assembly, dependency/currentness, validation, and answer/action branching",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-035,E,Planning,docs/canonical/06-agent-workflow.md,planning;application/agents/planning/build_dependencies.py -> build_dependencies(),build_dependencies deterministically builds allowed same-resource dependencies,src/google_work_agent/application/agents/planning/assemble_plan.py,assemble_plan,src/google_work_agent/adapters/langgraph/subgraphs/planning/graph.py,PlanningSubgraph,intent/route/analysis -> answer or typed Action plan -> domain validation -> persisted reviewed plan,"Plan/Action identity, dependencies, revision/based_on, review result and approval scope",answer terminal or ActionPlanCard approval surface,tests/unit/application/agents/planning/test_assemble_plan.py,"typed plan assembly, dependency/currentness, validation, and answer/action branching",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-036,E,Planning,docs/canonical/06-agent-workflow.md,planning;application/agents/planning/assemble_plan.py -> assemble_plan(),assemble_plan deterministically builds ActionPlanDraft,src/google_work_agent/application/agents/planning/assemble_plan.py,assemble_plan,src/google_work_agent/adapters/langgraph/subgraphs/planning/graph.py,PlanningSubgraph,intent/route/analysis -> answer or typed Action plan -> domain validation -> persisted reviewed plan,"Plan/Action identity, dependencies, revision/based_on, review result and approval scope",answer terminal or ActionPlanCard approval surface,tests/unit/application/agents/planning/test_assemble_plan.py,"typed plan assembly, dependency/currentness, validation, and answer/action branching",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-037,E,Planning,docs/canonical/06-agent-workflow.md,planning;application/agents/planning/validate_plan.py -> validate_plan(),validate_plan validates assembled Plan in the same deterministic stage,src/google_work_agent/application/agents/planning/assemble_plan.py,assemble_plan,src/google_work_agent/adapters/langgraph/subgraphs/planning/graph.py,PlanningSubgraph,intent/route/analysis -> answer or typed Action plan -> domain validation -> persisted reviewed plan,"Plan/Action identity, dependencies, revision/based_on, review result and approval scope",answer terminal or ActionPlanCard approval surface,tests/unit/application/agents/planning/test_assemble_plan.py,"typed plan assembly, dependency/currentness, validation, and answer/action branching",PASS,N/A — no substantive finding,ba6ce026;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-038,E,Review,docs/canonical/06-agent-workflow.md,review;application/agents/review/inspect_goal_and_evidence.py -> inspect_goal_and_evidence(),inspect_goal_and_evidence is one atomic Review dimension,src/google_work_agent/application/agents/review/inspect_goal_and_evidence.py,inspect_goal_and_evidence,src/google_work_agent/adapters/langgraph/subgraphs/review/graph.py,ReviewSubgraph,PlanningResultV2 -> three atomic inspectors -> aggregate/recheck -> PASS/REVISE/RETRIEVE_MORE,review artifact identity/revision/based_on and affected-dimension proof,approval eligibility or bounded back-edge to retrieval/planning,tests/unit/application/agents/review/test_review_result_integration.py,"persisted review proof, dimension recheck, bounded back-edge, and inactive prompt fail-closed behavior",PASS,N/A — no substantive finding,ba6ce026;b15e8884,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-039,E,Review,docs/canonical/06-agent-workflow.md,review;application/agents/review/inspect_action_scope_and_route.py -> inspect_action_scope_and_route(),inspect_action_scope_and_route is one atomic Review dimension,src/google_work_agent/application/agents/review/inspect_goal_and_evidence.py,inspect_goal_and_evidence,src/google_work_agent/adapters/langgraph/subgraphs/review/graph.py,ReviewSubgraph,PlanningResultV2 -> three atomic inspectors -> aggregate/recheck -> PASS/REVISE/RETRIEVE_MORE,review artifact identity/revision/based_on and affected-dimension proof,approval eligibility or bounded back-edge to retrieval/planning,tests/unit/application/agents/review/test_review_result_integration.py,"persisted review proof, dimension recheck, bounded back-edge, and inactive prompt fail-closed behavior",PASS,N/A — no substantive finding,ba6ce026;b15e8884,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-040,E,Review,docs/canonical/06-agent-workflow.md,review;application/agents/review/inspect_constraints_and_policy_summary.py -> inspect_constraints_and_policy_summary(),inspect_constraints_and_policy_summary is one atomic Review dimension,src/google_work_agent/application/agents/review/inspect_goal_and_evidence.py,inspect_goal_and_evidence,src/google_work_agent/adapters/langgraph/subgraphs/review/graph.py,ReviewSubgraph,PlanningResultV2 -> three atomic inspectors -> aggregate/recheck -> PASS/REVISE/RETRIEVE_MORE,review artifact identity/revision/based_on and affected-dimension proof,approval eligibility or bounded back-edge to retrieval/planning,tests/unit/application/agents/review/test_review_result_integration.py,"persisted review proof, dimension recheck, bounded back-edge, and inactive prompt fail-closed behavior",PASS,N/A — no substantive finding,ba6ce026;b15e8884,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-041,E,Review,docs/canonical/06-agent-workflow.md,review;application/agents/review/aggregate_review_findings.py -> aggregate_review_findings(),aggregate_review_findings deterministically aggregates inspector findings,src/google_work_agent/application/agents/review/inspect_goal_and_evidence.py,inspect_goal_and_evidence,src/google_work_agent/adapters/langgraph/subgraphs/review/graph.py,ReviewSubgraph,PlanningResultV2 -> three atomic inspectors -> aggregate/recheck -> PASS/REVISE/RETRIEVE_MORE,review artifact identity/revision/based_on and affected-dimension proof,approval eligibility or bounded back-edge to retrieval/planning,tests/unit/application/agents/review/test_review_result_integration.py,"persisted review proof, dimension recheck, bounded back-edge, and inactive prompt fail-closed behavior",PASS,N/A — no substantive finding,ba6ce026;b15e8884,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-042,E,Review,docs/canonical/06-agent-workflow.md,review;application/agents/review/validate_review.py -> validate_review(),validate_review validates aggregate result in the same deterministic stage,src/google_work_agent/application/agents/review/inspect_goal_and_evidence.py,inspect_goal_and_evidence,src/google_work_agent/adapters/langgraph/subgraphs/review/graph.py,ReviewSubgraph,PlanningResultV2 -> three atomic inspectors -> aggregate/recheck -> PASS/REVISE/RETRIEVE_MORE,review artifact identity/revision/based_on and affected-dimension proof,approval eligibility or bounded back-edge to retrieval/planning,tests/unit/application/agents/review/test_review_result_integration.py,"persisted review proof, dimension recheck, bounded back-edge, and inactive prompt fail-closed behavior",PASS,N/A — no substantive finding,ba6ce026;b15e8884,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-043,E,Review,docs/canonical/06-agent-workflow.md,review;application/agents/review/recheck_affected_dimensions.py -> recheck_affected_dimensions(),recheck_affected_dimensions rechecks only affected Review dimensions,src/google_work_agent/application/agents/review/inspect_goal_and_evidence.py,inspect_goal_and_evidence,src/google_work_agent/adapters/langgraph/subgraphs/review/graph.py,ReviewSubgraph,PlanningResultV2 -> three atomic inspectors -> aggregate/recheck -> PASS/REVISE/RETRIEVE_MORE,review artifact identity/revision/based_on and affected-dimension proof,approval eligibility or bounded back-edge to retrieval/planning,tests/unit/application/agents/review/test_review_result_integration.py,"persisted review proof, dimension recheck, bounded back-edge, and inactive prompt fail-closed behavior",PASS,N/A — no substantive finding,ba6ce026;b15e8884,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-044,E,Retrieval,docs/canonical/06-agent-workflow.md,agent-semantics;request_understanding|tool_routing|retrieval|work_analysis|planning|review,the semantic Agent owner set is exactly six,src/google_work_agent/application/agents/retrieval/execute_read.py,execute_read,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py,RetrievalSubgraph,registry-validated READ binding -> ConnectorReadPort -> bounded evidence store -> typed RetrievalResultV1,"run-scoped evidence handles, source failure facts, revision/currentness and cache-loss restart handoff",context preview and evidence-backed answer/plan,tests/unit/application/agents/retrieval/test_execute_read.py,"binding/effect validation, bounded projection, source failure semantics, and typed result",PASS,N/A — no substantive finding,f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-045,E,Main LangGraph runtime,docs/canonical/06-agent-workflow.md,agent-semantics;Supervisor-mediated handoff only,Agent subgraphs do not directly invoke peer Agent subgraphs,src/google_work_agent/adapters/langgraph/main/state.py,GraphState / WorkflowPhase,src/google_work_agent/adapters/langgraph/main/workflow.py,LangGraphWorkflowRuntime,WorkflowExecutionPort -> one compiled Main graph/profile -> supervisor -> owner-local subgraphs -> checkpoint continuation,single GraphState v2 checkpoint plus Domain-backed run/action/attempt/verification facts,terminal commit/outcome projector -> API snapshot/SSE/frontend,tests/architecture/langgraph/test_main_graph_state.py,"single state/phase authority, profile parity, exact resume targets, and no peer-agent direct calls",PASS,N/A — no substantive finding,7654b080;8367cb71;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-046,E,Settings persistence,docs/canonical/06-agent-workflow.md,request_understanding;current request + current selected resources + settings,new Run Agent input is current-run only,src/google_work_agent/adapters/system/json_settings.py,JsonSettingsAdapter,src/google_work_agent/application/use_cases/setting/update_settings.py,UpdateSettingsHandler,GET/PUT /settings -> application handler -> single JsonSettingsAdapter authority -> App hydration,atomic server settings file; Browser storage is not a live settings authority,frontend/src/app/App.tsx and SettingsDrawer consume the server projection,frontend/tests/features/settings/settings_drawer.test.tsx,server value hydration/update and absence of competing Browser persistence,PASS,N/A — no substantive finding,8367cb71;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-047,E,Retrieval,docs/canonical/06-agent-workflow.md,agent-semantics;operation-per-file boundaries,heavy Agent responsibilities stay atomic and deterministic validators remain separate,src/google_work_agent/application/agents/retrieval/execute_read.py,execute_read,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py,RetrievalSubgraph,registry-validated READ binding -> ConnectorReadPort -> bounded evidence store -> typed RetrievalResultV1,"run-scoped evidence handles, source failure facts, revision/currentness and cache-loss restart handoff",context preview and evidence-backed answer/plan,tests/unit/application/agents/retrieval/test_execute_read.py,"binding/effect validation, bounded projection, source failure semantics, and typed result",PASS,N/A — no substantive finding,f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
E-AGT-048,E,Retrieval,docs/canonical/06-agent-workflow.md,agent-semantics;versioned typed result boundary,Agent invocation returns typed owner result and declared workflow signal only,src/google_work_agent/adapters/langgraph/main/workflow.py,LangGraphWorkflowRuntime,src/google_work_agent/api/composition.py,build_production_runtime,registry-validated READ binding -> ConnectorReadPort -> bounded evidence store -> typed RetrievalResultV1,"run-scoped evidence handles, source failure facts, revision/currentness and cache-loss restart handoff",context preview and evidence-backed answer/plan,tests/unit/application/agents/retrieval/test_execute_read.py;tests/e2e/test_langgraph_real_production.py,"binding/effect validation, bounded projection, source failure semantics, and typed result | test_answer_only_reaches_terminal_through_real_production_composition: real compiled Main graph, Supervisor, and profile-owned subgraphs",PASS,N/A — no substantive finding,f4d13af0;4aed0a85;32295d97;09bf4501,PASS,"N/A — functional, safety, runtime, and proof chain closed",Targeted LangGraph E2E refresh at POST_E2E_FINAL_PRODUCT_SHA 09bf45013f0fb0572fce65de9bb7ef2f6e06ec99; Product source anchor 0ec4583efb9589cddaff4edfe5ede2bb899fd14e. Actual production composition/caller/durable fact/external-boundary proof re-resolved; no historical verdict promoted.
E-AGT-049,E,API and composition,docs/canonical/06-agent-workflow.md,tool_routing;frozen ToolRoutePlanV2,Tool Route selects IN and OUT once and downstream does not reselect identity,src/google_work_agent/api/routes/runs.py,versioned run routes,src/google_work_agent/api/composition.py,build_production_runtime,protocol validation -> injected Application handler -> Domain/UoW/workflow handoff -> versioned projection,command receipt and Domain facts; route owns no DB/adapter authority,snapshot/SSE/error/health contracts consumed by frontend,tests/unit/api/test_app_factory.py,"route dependency boundary, version validation, handler delegation, safe error projection, and composition identity",PASS,N/A — no substantive finding,27872661;8367cb71;f4d13af0,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
